policy_gradient_wx.py:163: UserWarning: Creating a tensor from a list of numpy.ndarrays is extremely slow. Please consider converting the list to a single numpy.ndarray with numpy.array() before converting to a tensor. (Triggered internally at ../torch/csrc/utils/tensor_new.cpp:278.)
  state = torch.tensor(state_list, dtype=torch.float).to(device)
/home/lixiang/.local/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: You are calling 'step()' even though this environment has already returned done = True. You should always call 'reset()' once you receive 'done = True' -- any further steps are undefined behavior.[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Episode 116: Loss 601.6612347508781 dones_mean 70.609375
Episode 117: Loss 442.446103090886 dones_mean 66.78125
Episode 118: Loss 730.2138573564589 dones_mean 81.125
Episode 119: Loss 643.1941807549447 dones_mean 76.078125
Episode 120: Loss 663.6479877699167 dones_mean 76.1875
Episode 121: Loss 700.7545603234321 dones_mean 80.6484375
Episode 122: Loss 876.1076515726745 dones_mean 88.75
Episode 123: Loss 833.263560930267 dones_mean 85.6328125
Episode 124: Loss 1023.3754951748997 dones_mean 93.921875
Episode 125: Loss 1574.609559521079 dones_mean 108.84375
Episode 126: Loss 1770.7980661988258 dones_mean 115.7890625
Episode 127: Loss 1822.870207220316 dones_mean 118.96875
Episode 128: Loss 2232.8111417517066 dones_mean 130.4765625
Episode 129: Loss 2210.2752404883504 dones_mean 127.015625
Episode 130: Loss 2018.7603110149503 dones_mean 123.5390625
Episode 131: Loss 2179.1314386427402 dones_mean 130.953125
Episode 132: Loss 2443.794933691621 dones_mean 138.0390625
Episode 133: Loss 2408.289178073406 dones_mean 141.0703125
Episode 134: Loss 2411.6288927197456 dones_mean 140.0
Episode 135: Loss 2855.3132808953524 dones_mean 153.1796875
Episode 136: Loss 3004.3735133856535 dones_mean 155.875
Episode 137: Loss 3348.33457839489 dones_mean 166.5625
Episode 138: Loss 3411.7976892888546 dones_mean 168.828125
Episode 139: Loss 3295.4278669059277 dones_mean 164.65625
Episode 140: Loss 3310.2782289087772 dones_mean 163.0390625
Episode 141: Loss 3268.449186101556 dones_mean 162.171875
Episode 142: Loss 3332.8881801515818 dones_mean 163.3984375
Episode 143: Loss 3431.898634672165 dones_mean 167.3671875
Episode 144: Loss 3751.6013273000717 dones_mean 178.0703125
Episode 145: Loss 3705.3780902028084 dones_mean 176.671875
Episode 146: Loss 3672.9502349048853 dones_mean 176.2109375
Episode 147: Loss 3697.878094136715 dones_mean 177.2578125
Episode 148: Loss 3724.552486002445 dones_mean 178.359375
Episode 149: Loss 3823.813570767641 dones_mean 180.609375
Episode 150: Loss 3680.804666161537 dones_mean 178.9375
Episode 151: Loss 3826.1827218830585 dones_mean 183.75
Episode 152: Loss 3992.8209432065487 dones_mean 189.90625
Episode 153: Loss 3865.1148837804794 dones_mean 185.734375
Episode 154: Loss 3792.292209625244 dones_mean 183.90625
Episode 155: Loss 3896.280839920044 dones_mean 187.4765625
Episode 156: Loss 3715.989015907049 dones_mean 182.7109375
Episode 157: Loss 3925.1278869211674 dones_mean 187.9140625
Episode 158: Loss 3997.695876121521 dones_mean 190.4765625
Episode 159: Loss 3771.678162485361 dones_mean 185.453125
Episode 160: Loss 3966.9445954561234 dones_mean 190.0
Episode 161: Loss 3873.018801033497 dones_mean 186.3125
Episode 162: Loss 3609.749504804611 dones_mean 180.46875
Episode 163: Loss 3861.9488772153854 dones_mean 187.640625
Episode 164: Loss 3929.1980125308037 dones_mean 189.96875
Episode 165: Loss 3668.882332444191 dones_mean 183.3046875
Episode 166: Loss 3544.428647905588 dones_mean 181.3359375
Episode 167: Loss 3647.973380804062 dones_mean 183.359375
Episode 168: Loss 3600.6043531298637 dones_mean 182.4765625
Episode 169: Loss 3819.200830101967 dones_mean 186.7890625
Episode 170: Loss 4076.9391397833824 dones_mean 194.4921875
Episode 171: Loss 4064.4095269441605 dones_mean 195.2734375
Episode 172: Loss 3932.958320915699 dones_mean 192.296875
Episode 173: Loss 3998.107976078987 dones_mean 192.921875
Episode 174: Loss 4022.5743756890297 dones_mean 193.4140625
Episode 175: Loss 4087.257789671421 dones_mean 195.6640625
Episode 176: Loss 4099.609246850014 dones_mean 197.046875
Episode 177: Loss 4140.170421361923 dones_mean 197.796875
Episode 178: Loss 4163.214954614639 dones_mean 198.3671875
Episode 179: Loss 4160.573257386684 dones_mean 198.3203125
Episode 180: Loss 4117.48978304863 dones_mean 197.75
Episode 181: Loss 4102.169390976429 dones_mean 197.7890625
Episode 182: Loss 4084.8997217416763 dones_mean 197.953125
Episode 183: Loss 4049.4816222190857 dones_mean 197.1328125
Episode 184: Loss 4091.818604707718 dones_mean 198.3046875
Episode 185: Loss 4037.2962441444397 dones_mean 197.453125
Episode 186: Loss 4086.7517352104187 dones_mean 198.375
Episode 187: Loss 4054.823976755142 dones_mean 197.5703125
Episode 188: Loss 4059.24989259243 dones_mean 198.109375
Episode 189: Loss 4044.625228047371 dones_mean 198.8828125
Episode 190: Loss 3999.15588504076 dones_mean 197.6484375
Episode 191: Loss 3999.8878983855247 dones_mean 197.390625
Episode 192: Loss 4018.0356029868126 dones_mean 197.734375
Episode 193: Loss 3974.6690244674683 dones_mean 196.21875
Episode 194: Loss 3975.555083334446 dones_mean 196.734375
Episode 195: Loss 3904.9306978583336 dones_mean 193.8046875
Episode 196: Loss 3761.334304153919 dones_mean 190.1484375
Episode 197: Loss 3537.2348630428314 dones_mean 182.875
Episode 198: Loss 3640.0105650424957 dones_mean 186.5703125
Episode 199: Loss 3550.2685353457928 dones_mean 184.2421875
Episode 200: Loss 3913.801715731621 dones_mean 194.0859375
Episode 201: Loss 3868.478431403637 dones_mean 191.78125
Episode 202: Loss 3978.806797206402 dones_mean 193.890625
Episode 203: Loss 3848.5586944818497 dones_mean 191.5859375
Episode 204: Loss 3935.960943877697 dones_mean 194.3125
Episode 205: Loss 3935.3290987610817 dones_mean 194.546875
Episode 206: Loss 3856.1736548542976 dones_mean 192.6328125
Episode 207: Loss 3947.8068783283234 dones_mean 194.7890625
Episode 208: Loss 4034.521350502968 dones_mean 197.1171875
Episode 209: Loss 3962.850144803524 dones_mean 195.4140625
Episode 210: Loss 4020.533814072609 dones_mean 196.7265625
Episode 211: Loss 3952.242053091526 dones_mean 195.75
Episode 212: Loss 3968.8483382463455 dones_mean 194.90625
Episode 213: Loss 4052.1381455659866 dones_mean 197.4765625
Episode 214: Loss 4071.6122171878815 dones_mean 198.3828125
Episode 215: Loss 4077.622860431671 dones_mean 198.84375
Episode 216: Loss 4043.720647394657 dones_mean 198.0859375
Episode 217: Loss 4007.973468840122 dones_mean 198.0078125
Episode 218: Loss 4014.392680346966 dones_mean 197.5859375
Episode 219: Loss 3989.186934232712 dones_mean 197.9375
Episode 220: Loss 4002.72401034832 dones_mean 198.0234375
Episode 221: Loss 3941.816593647003 dones_mean 197.765625
Episode 222: Loss 3982.925816476345 dones_mean 198.296875
Episode 223: Loss 3954.989276409149 dones_mean 196.796875
Episode 224: Loss 3914.4887103438377 dones_mean 195.8046875
Episode 225: Loss 4002.7604080438614 dones_mean 197.578125
Episode 226: Loss 3869.742356479168 dones_mean 193.90625
Episode 227: Loss 3894.2811064124107 dones_mean 194.8125
Episode 228: Loss 3914.241169691086 dones_mean 195.6953125
Episode 229: Loss 3778.505309343338 dones_mean 192.8203125
Episode 230: Loss 3835.17001503706 dones_mean 194.5859375
Episode 231: Loss 3613.1773974001408 dones_mean 188.203125
Episode 232: Loss 3756.1898683309555 dones_mean 191.4296875
Episode 233: Loss 3336.2691287994385 dones_mean 181.375
Episode 234: Loss 3795.1573517918587 dones_mean 191.421875
Episode 235: Loss 3636.9632914066315 dones_mean 187.359375
Episode 236: Loss 3516.5559583306313 dones_mean 184.7734375
Episode 237: Loss 3509.533102631569 dones_mean 184.5234375
Episode 238: Loss 3722.497472822666 dones_mean 189.7265625
Episode 239: Loss 3792.6490052342415 dones_mean 191.53125
Episode 240: Loss 3566.514616280794 dones_mean 186.3125
Episode 241: Loss 3679.429220587015 dones_mean 187.7421875
Episode 242: Loss 3774.0424646139145 dones_mean 191.4375
Episode 243: Loss 3844.009804725647 dones_mean 193.46875
Episode 244: Loss 3403.511270314455 dones_mean 181.96875
Episode 245: Loss 3638.335056632757 dones_mean 187.0234375
Episode 246: Loss 3326.927796036005 dones_mean 180.0859375
Episode 247: Loss 3183.8596734702587 dones_mean 177.5859375
Episode 248: Loss 3282.653520554304 dones_mean 178.9296875
Episode 249: Loss 3433.051466077566 dones_mean 183.953125
Episode 250: Loss 3749.3456317186356 dones_mean 190.7734375
Episode 251: Loss 3784.633255660534 dones_mean 191.0546875
Episode 252: Loss 3975.577080488205 dones_mean 196.375
Episode 253: Loss 3910.091448009014 dones_mean 195.5625
Episode 254: Loss 3900.8857260346413 dones_mean 195.4140625
Episode 255: Loss 3986.6354533433914 dones_mean 198.4609375
Episode 256: Loss 3945.275388419628 dones_mean 197.7890625
Episode 257: Loss 4006.262448132038 dones_mean 199.0
Episode 258: Loss 4010.2398937940598 dones_mean 198.6484375
Episode 259: Loss 4022.3265318870544 dones_mean 198.859375
Traceback (most recent call last):
  File "policy_gradient_wx.py", line 164, in <module>
    action = pg.take_batch_action(state)
  File "policy_gradient_wx.py", line 69, in take_batch_action
    probs = self.policy_net(state)
  File "/home/lixiang/.local/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1553, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/lixiang/.local/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1562, in _call_impl
    return forward_call(*args, **kwargs)
  File "policy_gradient_wx.py", line 41, in forward
    return F.softmax(self.fc2(x), dim=1)
  File "/home/lixiang/.local/lib/python3.8/site-packages/torch/nn/functional.py", line 1888, in softmax
    ret = input.softmax(dim)
KeyboardInterrupt
Traceback (most recent call last):
  File "policy_gradient_wx.py", line 164, in <module>
    action = pg.take_batch_action(state)
  File "policy_gradient_wx.py", line 69, in take_batch_action
    probs = self.policy_net(state)
  File "/home/lixiang/.local/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1553, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/lixiang/.local/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1562, in _call_impl
    return forward_call(*args, **kwargs)
  File "policy_gradient_wx.py", line 41, in forward
    return F.softmax(self.fc2(x), dim=1)
  File "/home/lixiang/.local/lib/python3.8/site-packages/torch/nn/functional.py", line 1888, in softmax
    ret = input.softmax(dim)
KeyboardInterrupt
Exception ignored in: <module 'threading' from '/usr/lib/python3.8/threading.py'>
Traceback (most recent call last):
  File "/usr/lib/python3.8/threading.py", line 1388, in _shutdown
    lock.acquire()
KeyboardInterrupt:
